Index1,Index2,EuclideanDistance,SimilarityEuclidean,LearnedMetricDistance,SimilarityLearnedMetric
0,1,0.5385164807134628,0.6499767877275294,1.3544572398966825,0.4247263373718699
0,2,0.5099019513592765,0.6622946603253003,0.9687298214619982,0.5079417140425039
0,3,0.6480740698407873,0.6067688451020926,1.4057253152767044,0.415675053859996
0,4,0.14142135623729543,0.8761006569007154,0.5899109632968176,0.6289660384040712
0,5,0.6164414002968998,0.6186429027469386,1.1382566494324102,0.4676707074735136
0,6,0.5196152422706525,0.6580613119580003,1.3580500116523635,0.4240792159023239
0,7,0.1732050807568705,0.8523658961269324,0.4432403739794293,0.692885272633215
0,8,0.9219544457292856,0.520303695138076,1.8428656054330952,0.351757746862485
0,9,0.4690415759823493,0.6807159282277625,1.1337585808248767,0.4686565804522348
0,10,0.3741657386773854,0.7277142573518719,0.6969564321403073,0.5892903206352432
0,11,0.3741657386774044,0.7277142573518618,1.2868166876963054,0.43728909509024994
0,12,0.5916079783099568,0.6282954179846764,1.297386065287087,0.4352772984522466
0,13,0.9949874371066245,0.5012562893380034,1.7432571821563807,0.36453016746097944
0,14,0.8831760866327854,0.5310177880327966,2.06707006693912,0.32604406752206405
0,15,1.1045361017187287,0.4751640987214815,2.343650443368364,0.2990743251835287
0,16,0.5477225575051765,0.6461106321354726,1.5801847488057499,0.38756914614848975
0,17,0.09999999999999006,0.9090909090909173,0.526247423000535,0.6552017614772081
0,18,0.7416198487095644,0.5741781139787422,1.2052356282816001,0.45346628141466966
0,19,0.33166247903553914,0.7509410347915286,1.0491971996981762,0.48799598210815864
0,20,0.4358898943540729,0.6964322291925067,0.7994418567999038,0.5557278754082017
0,21,0.2999999999999938,0.7692307692307729,0.914000652233546,0.5224658616667912
0,22,0.6480740698407929,0.6067688451020905,1.2334529632182976,0.44773721070850236
0,23,0.46904157598234175,0.680715928227766,1.0899440957787996,0.478481698156313
0,24,0.5916079783099748,0.6282954179846693,2.1657149390399977,0.3158844113435083
0,25,0.5477225575051635,0.646110632135478,1.2626008847324424,0.4419692428955504
0,26,0.31622776601684016,0.7597469266479565,0.6913563407850843,0.5912414645489936
0,27,0.14142135623732055,0.8761006569006962,0.2391111093892587,0.8070301302462591
0,28,0.14142135623729543,0.8761006569007154,0.5899109632968177,0.6289660384040712
0,29,0.5385164807134496,0.649976787727535,1.3521677369318748,0.42513974845364644
0,30,0.5385164807134496,0.649976787727535,1.1526556368082408,0.4645424855239306
0,31,0.38729833462074903,0.7208254886814766,1.5608845634753685,0.3904900729468661
0,32,0.6244997998398346,0.6155740986232154,2.281056084960637,0.3047799166200467
0,33,0.8062257748298541,0.5536406433432718,1.8192279350297942,0.3547070414473003
0,34,0.4582575694955927,0.6857499120309023,0.9910970631944799,0.5022356862882507
0,35,0.3741657386773854,0.7277142573518719,1.2577645737336678,0.4429159761091915
0,36,0.41231056256177673,0.7080595631785898,1.5283413193011979,0.39551621941470605
0,37,0.24494897427832246,0.8032457720443398,1.192330796912262,0.4561355436909553
0,38,0.8660254037844427,0.5358983848622442,1.686393305115614,0.3722463118470894
0,39,0.14142135623732055,0.8761006569006962,0.2851125666346914,0.7781419511122577
0,40,0.1732050807568705,0.8523658961269324,0.7138534743912258,0.5834804520586031
0,41,1.3490737563232016,0.42569970283317626,3.4796237567608803,0.22323303346419401
0,42,0.7681145747868631,0.565574207836924,1.6416592339495406,0.3785499610049634
0,43,0.45825756949558494,0.6857499120309059,1.5641535459062483,0.3899922458218352
0,44,0.6164414002969113,0.6186429027469341,1.7064097257135191,0.3694932036709111
0,45,0.5916079783099628,0.628295417984674,1.4928506140048339,0.4011471824191953
